,body,Amir,Ali,Misagh,
403,['I had the query of how can we take the rating value from the user . I have know the onratingbarlistener . But since the code below is used while prompting user with the dialog box.,1,,,
404,I would appreciate to hear valuable feedbacks or suggestions.                           ,1,,,
405,"                        public void onCompleted(Exception e, ImageView result)",0,,,
406, Solution :,1,,,
407,"public void onRatingChanged(RatingBar ratingBar, float rating, boolean fromTouch) {",0,,,
408,   final int numStars = ratingBar.getNumStars();,0,,,
409,   ratingBar.getRating() ;,0,,,
410,   final float ratingBarStepSize = ratingBar.getStepSize();,0,,,
411,['What is the difference between creating graphics with OpenGL and a 3D modelling software like Blender or Maya. Is the difference same as that between using machine language and a high level language to write code? Is it lengthier to model using OpenGL than with Blender or Maya? ,1,,,
412,['I have the following code.,1,,,
413,//this line returns - UTC,1,,,
414,TimeZone timeZone = TimeZone.getDefault();,0,,,
415,//date1 - todays date in UTC format,0,,,
416,boolean dstInit = timeZone.inDaylightTime(date1);,0,,,
417,//date2 - todays date in UTC format,0,,,
418,boolean dstNext = timeZone.inDaylightTime(date2); ,0,,,
419,But due to some reason both dstInit and dstNext returning false (instead of TRUE).,1,,,
420,"date1 and date2 is June 20, 2014 in UST formnat which falls in DST time between march and october. Can anyone please help me in fixing this issue?",1,,,
421,"['I imported a web project build in JSP, which I am relatively new to. I got some errors in WEB-INF/includes/components that I am unable to resolve. ",1,,,
422,Some .jspf files show me errors such as at that line: ,0,,,
423,"<c:if test=""${fn:length(view.parent.views) > 1}"">",0,,,
424,the error is:,1,,,
425,Multiple annotations found at this line:,1,,,
426,=- The function fn:length is,1,,,
427,- Unknown tag (c:if).,0,,,
428,I also get errors like The function fn:length is undefined errors for fn:length.,1,,,
429,"I followed up with other questions and made sure that standard.jar and jstl-1.2.jar are included in my build path. Moreover, WEB-INF/includes/taglibs.jspf has the following :",1,,,
430,"<%@ taglib prefix=""c"" uri=""http://java.sun.com/jsp/jstl/core"" %>",0,,,
431,"<%@ taglib prefix=""fn"" uri=""http://java.sun.com/jsp/jstl/functions"" %>",0,,,
432,['I\'m running a small test that although is a micro benchmark does mimic what we are actually doing in production pretty well.,1,,,
433,"I\'m creating a 2D array, 5 columns and 10,000,000 rows filled with random integers between 0-19 inclusive. I then want to sum up all the numbers in the 3rd column as long as the value in the 2nd column is even. I do this 100 times to warm up and then another 100 times and time how long it takes.",1,,,
434,"On my machine the vast majority of time it takes around 9 seconds, however, occasionally it takes just under 6 seconds. ",1,,,
435,"It doesn\'t look like garbage collection, or JIT compilation.",1,,,
436,Does anyone have any idea why it would be so significantly faster very occasionally?,1,,,
437,"I run the code with JDK7u11 on Linux with these arguments: -server -XX:+PrintCompilation -Xms500m -Xmx500m -verbose:gc -XX:+PrintGCTimeStamps -XX:+PrintGCDetails however, using various different JDKs (from 6 all the way to 8) and removing all these parameters doesn\'t seem to effect the timings significantly.",1,,,
438,Here is the code:,1,,,
439,import java.util.ArrayList;,0,,,
440,import java.util.Random;,0,,,
441,public class JavaPerformanceTest {,0,,,
442,    public static void main(String[] args) {,0,,,
443,        int numColumns = 5;,0,,,
444,        int numRows = 10000000;,0,,,
445,        int[][] data = new int[numColumns][numRows];,0,,,
446,        Random rand = new Random(1234);,0,,,
447,        for (int j = 0; j < numColumns; j++) {,0,,,
448,            for (int i = 0; i < numRows; i++) {,0,,,
449,                data[j][i] = rand.nextInt(20);,0,,,
450,        int warmUp = 100;,0,,,
451,        ArrayList<Integer> sums = new ArrayList<Integer>();,0,,,
452,"        System.out.println(""warm up "" + warmUp + "" times"");",0,,,
453,        long warmUpStart = System.nanoTime();,0,,,
454,        for (int i = 0; i < warmUp; i++) {,0,,,
455,"            sums.add(sum(numRows, data));",0,,,
456,        long warmUpEnd = System.nanoTime();,0,,,
457,"        System.out.println(""warm up complete "" + (warmUpEnd - warmUpStart) / 1000000);",0,,,
458,        int numberOfRuns = 100;,0,,,
459,        int finalSum = 0;,0,,,
460,        long startTime = System.nanoTime();,0,,,
461,        for (int i = 0; i < numberOfRuns; i++) {,0,,,
462,"            finalSum = sum(numRows, data);",0,,,
463,        long endTime = System.nanoTime();,0,,,
464,        long diff = (endTime - startTime) / 1000000;,0,,,
465,"        System.out.println(""Time taken: "" + diff + ""    Sum: "" + finalSum);",0,,,
466,"    public static int sum(int numRows, int[][] columnBased) {",0,,,
467,        int sum = 0;,0,,,
468,        for (int i = 0; i < numRows; i++) {,0,,,
469,            if ((columnBased[1][i] % 2) == 0) {,0,,,
470,                sum += columnBased[2][i];,0,,,
471,        return sum;,0,,,
472,"Thanks, Nick.",1,,,
473,['I\'m a beginner trying to learn java!,1,,,
474,"I am currently trying out the book Building Skills in Object-Oriented Design, and is currently working on the Roulette.",1,,,
475,"I have a class, Bin, which constructs a TreeSet which contains Outcome-objects. They are constructed in the Outcome class.",1,,,
476,"Now, I am working on the Wheel class, and here I am using new Vector(38) that I\'m filling with 38 new Bin() s.",1,,,
477,"Now, the issue.",1,,,
478,I want to create a method that retrieves a Bin-object from the Vector.,1,,,
479,Bin get(int bin){,0,,,
480,    return  bins.elementAt(bin);,0,,,
481,This doesn\'t work and Eclipse is suggesting two fixes:,1,,,
482,1: Add cast,1,,,
483,2: Change Bin to Object,1,,,
484,"What is going on here? Why can\'t I return Bin the way I want to? When I cast or change to Object, it doesn\'t work. ",1,,,
485,This is the Outcome class,1,,,
486,This is the Bin class,1,,,
487,This is the Wheel class,1,,,
488,package Roulette;,0,,,
489,import java.util.Random;,0,,,
490,import java.util.Vector;,0,,,
491,public class Wheel {,0,,,
492,Vector bins;,0,,,
493,Random rng;,0,,,
494,Wheel(Random rng){,0,,,
495,    rng =  new Random();,0,,,
496,    bins = new Vector(38);,0,,,
497,    for (int i=0; i<38; i++){,0,,,
498,"        bins.add(i, new Bin());",0,,,
499,"void addOutcome(int bin, Outcome outcome){",0,,,
500,Bin next(){,0,,,
501,    int rand = rng.nextInt(38);,0,,,
502,    return bins.elementAt(rand);,0,,,
503,Bin get(int bin){,0,,,
504,    return  bins.elementAt(bin);,0,,,
505,"['i have an assignment to do , all i have to do is write a code in a button, when you click the button a 2 random numbers between 1-10 will appear in one message and i wrote this code",1,,,
506,Random r=new Random();,0,,,
507,"String total = """";",0,,,
508,for (int z=0;z<5;z=z+1) {,0,,,
509,    int x=r.nextInt(10);,0,,,
510,"    total = total+x+""\",0,,,
511,my problem now is when the message appear i need to put a stars in front of each random number. for example :,1,,,
512,"i clicked the button, the message appeared, a 5 random numbers appeared like",1,,,
513,i need to write a code to put stars equal each random number like,1,,,
514,5 *****,0,,,
515,2 **,0,,,
516,3 ***,0,,,
517,4 ****,0,,,
518,8 ********  ,0,,,
519,"so, is there any simple code to make this happened ? ",1,,,
520,p.s : i\'m a java beginner so i need a simple code so i can understand it.,1,,,
521,thanks for your help :) ,1,,,
522,['Hi i have read about the ReadWriteLock in Java but i am not sure that i have grasped the reentrance part of it.,1,,,
523,Here is two brief code examples using only one main thread to show reentrance,1,,,
524,public class Locks {,0,,,
525,    public static void main( String[] args ) {,0,,,
526,        ReadWriteLock lock = new ReentrantReadWriteLock();,0,,,
527,"        System.out.println( ""Reentrance acheieved"" );",0,,,
528,and the second example,1,,,
529,public class Locks {,0,,,
530,    public static void main( String[] args ) {,0,,,
531,        ReadWriteLock lock = new ReentrantReadWriteLock();,0,,,
532,"        System.out.println( ""Reentrance acheieved"" );",0,,,
533,"In the first one the sysout is performed but not in the second one, why is that? Both locks are to be obtained by the same thread so we have a reentrance situation here, but the entrance is achieved only when writelock is obtained first which is strange because in non reentrant situation, the doc says that a write operation is exclusive with all the other operations (be it write or read).",1,,,
534,"[""I have a string that contains the representation of a date. It looks like: ",1,,,
535,Thu Nov 30 19:00:00 EST 2006,,,,
536,I'm trying to create a Date object using SimpleDateFormat and have 2 problems. ,1,,,
537,1.) I can't figure out the pattern to hard-code the solution into the SimpleDateFormat constructor,1,,,
538,2.) I can't find a way I could parse the string using API to determine the pattern so I could reuse this for different patterns of date output ,1,,,
539,If anyone knows a solution using API or a custom solution I would greatly appreciate it.,1,,,
540,"[""We have an existing C++ application that we are going to gradually replace with a new Java-based system.  Until we have completely reimplemented everything in Java we expect the C++ and Java to have to communicate with each other (RMI, SOAP, messaging, etc - we haven't decided).",1,,,
541,"Now my manager thinks we'll need the Java and C++ sides to participate in the same Oracle DB transaction.  This is related to, but different from the usual distrbuted transaction problem of having a single process co-ordinate 2 transactional resources, such as a DB and a message queue.",1,,,
542,"I think propagating a transaction across processes is a terrible idea from a performance and stability point-of-view, but I am still going to be asked for a solution.",1,,,
543,"I am familiar with XA transactions and I've done some work with the JBoss Transaction Manager, but my googling hasn't turned up anything good on propagating an XA transaction between 2 processes.",1,,,
544,We are using Spring on the Java side and their documentation explicitly states they do not provide any help with transaction propagation.,1,,,
545,"We are not planning on using a traditional Java EE server (for example: IBM Websphere), which may have support for propagation (not that I can find any definitive documentation).",1,,,
546,Any help or pointers on solutions is greatly appreciated.,1,,,
547,"[""I just read that we should not use virtual function excessively. People felt that less virtual functions tends to have fewer bugs and reduces maintenance.",1,,,
548,What kind of bugs and disadvantages can appear due to virtual functions?,1,,,
549,I'm interested in context of C++ or Java.,1,,,
550,One reason I can think of is virtual function may be slower than normal functions due to v-table lookup.,1,,,
551,"['I am having difficulty creating a PayPal ""Buy Now"" button with the Java paypal-sdk. Single products seem to work okay. I would like the button to go to the checkout page with the product prices, descriptions and item numbers and NOT be editable. Here is a look at my code. First I create my array of button vars. (This code snipped is in Groovy)",1,,,
552,List<String> buttonVarList = new ArrayList<String>()    ,0,,,
553,int count = 1,0,,,
554,int size = priceMap.size(),0,,,
555,double totalPrice = 0.0,0,,,
556,"for (Map.Entry<String, PriceInfo> entry : priceMap.entrySet()) ",0,,,
557,    String skuKey = entry.getKey(),0,,,
558,    PriceInfo priceInfo = entry.getValue(),0,,,
559,"    String itemNum = (size > 1) ? ""_"" + String.valueOf(count) + ""="" : ""=""",0,,,
560,    Product product = Product.findByProductCode(skuKey),0,,,
561,"    buttonVarList.add(""item_name"" + itemNum + product.productName)",0,,,
562,"    buttonVarList.add(""item_number"" + itemNum + skuKey)",0,,,
563,"    buttonVarList.add(""amount"" + itemNum + priceInfo.unitPrice)",0,,,
564,"    buttonVarList.add(""quantity"" + itemNum + priceInfo.qty)",0,,,
